molecular_weight,isoelectric point,aromacity,instability_index,gravy
35048.72400000009,4.829973030090332,0.09433962264150944,52.17704402515721,-0.24465408805031477
53858.621000000014,8.115876579284667,0.09959349593495935,41.93967479674798,-0.24837398373983788
102913.97270000083,4.819742012023925,0.09388646288209607,47.79097161572072,-0.3379912663755449
60102.53090000013,9.146274757385257,0.035849056603773584,46.803962264151004,-1.4150943396226408
221615.18709999975,4.951494789123534,0.0391304347826087,46.48777777777814,-0.2394685990338153
40261.53290000002,4.708167076110839,0.04722222222222222,46.003055555555555,-0.19305555555555567
72757.20040000034,4.7467039108276365,0.08385093167701864,51.88821428571448,-0.47391304347826096
40459.597300000096,5.5698461532592765,0.08839779005524863,43.56027624309391,-0.5599447513812155
29965.78740000001,7.6416841506958,0.11278195488721804,48.92187969924812,-0.2067669172932332
40840.247700000094,5.6552751541137685,0.09041095890410958,36.95701369863013,-0.49863013698630104
88414.48420000044,5.2709867477416985,0.07268170426065163,41.123696741854744,-0.40350877192982426
106158.19110000077,8.134701347351076,0.07974137931034483,47.85057112068983,-0.4059267241379306
41399.68820000005,7.789344215393066,0.07349081364829396,48.593438320209984,-0.30577427821522274
28517.7571,9.709535026550292,0.05617977528089888,47.87677902621723,0.23707865168539288
114535.08180000074,5.500275230407714,0.09342230695900858,46.80601525262179,-0.2196377502383218
40648.086700000094,5.705293464660645,0.07650273224043716,41.62461748633877,-0.5352459016393436
72931.56770000033,4.95757656097412,0.09922480620155039,44.493069767442,-0.5431007751937976
43746.82070000004,6.343936347961425,0.11989795918367348,44.85594387755101,-0.2316326530612245
122668.13480000067,5.054941749572753,0.08448117539026628,43.48606978879728,-0.26216712580348955
51756.27490000015,8.127803230285647,0.02277432712215321,67.47991718426516,-0.49358178053830165
38043.65260000001,8.744120979309084,0.08823529411764706,50.31823529411763,-0.715
97549.5169000008,5.880982780456542,0.05895691609977324,58.278571428571695,-0.4041950113378676
6613.675799999997,7.999059867858887,0.11475409836065573,41.014754098360655,0.8442622950819672
269050.0968000005,6.49740161895752,0.05764513491414555,67.19134096484098,-0.7580130825838118
44867.71460000002,6.6544477462768565,0.060453400503778336,31.56498740554156,-0.7287153652392947
111692.9486000007,5.643111610412597,0.07509881422924902,46.98883399209513,-0.14634387351778666
218967.46530000036,7.043908500671387,0.07723995880535531,55.64590113285308,-0.5571060762100936
109815.33180000071,5.277068519592285,0.09657320872274142,52.989221183800794,-0.5200415368639663
17584.067999999992,6.509394645690917,0.12925170068027209,52.39251700680272,-0.3795918367346937
35076.323000000055,7.60144214630127,0.08517350157728706,22.671293375394317,-0.2514195583596217
18006.615299999983,8.869254112243652,0.10126582278481013,45.77341772151898,-0.5329113924050634
40029.44970000007,7.485092735290528,0.06575342465753424,46.92986301369862,-0.27095890410958884
11431.010099999985,11.49002285003662,0.05825242718446602,36.62718446601941,-0.3650485436893203
70962.15690000023,8.829992866516115,0.07807308970099668,57.76415282392034,-0.9368770764119594
39826.31120000005,9.119262504577637,0.05780346820809249,56.03208092485548,-0.4144508670520233
151659.48700000072,5.551202964782715,0.044254104211277664,56.48936473947218,-0.3057102069950025
19404.533699999996,4.759379005432128,0.08139534883720931,65.11686046511629,-0.4331395348837211
45286.82880000005,8.949130439758303,0.06313131313131314,52.0257575757576,-0.44494949494949515
26887.586199999972,11.153046607971191,0.04669260700389105,43.35291828793774,-0.8190661478599225
42192.103900000104,6.597949790954591,0.07915567282321899,50.94118733509234,-0.05356200527704496
57741.33860000013,4.741361045837402,0.06691449814126393,50.41468401486993,-0.23791821561338306
30391.490900000033,6.931765174865721,0.06007067137809187,55.380918727915166,-0.2084805653710249
33232.99260000001,5.88547306060791,0.07432432432432433,44.581756756756754,-0.17398648648648662
82889.51220000054,5.022145652770996,0.055256064690026946,60.746671159029965,-0.9570080862533676
60592.66300000025,5.022429847717285,0.08143939393939395,75.54924242424262,-0.9195075757575754
63546.236600000106,8.164098930358886,0.11012433392539965,35.63072824156307,-0.2761989342806394
31543.583400000043,8.58759174346924,0.09747292418772563,54.34115523465703,-0.501083032490975
78727.25010000032,8.37433032989502,0.06743185078909614,53.77578192252533,-0.9020086083213764
46849.5715000001,5.766338539123535,0.1038647342995169,47.778285024154584,-0.23743961352657
131850.12800000058,6.293122291564941,0.08263772954924875,45.77137729549279,-0.42921535893155194
